student_id,institution,batch,semester,year,term,time_label,time_index,subject,score
110003,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_3,97
110003,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_4,51
110003,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_5,85
110003,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_6,74
110003,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_1,95
110003,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_2,59
110003,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_3,51
110003,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_4,45
110003,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_5,72
110003,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_6,42
110003,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_1,92
110003,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_2,72
110003,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_3,47
110003,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_4,54
110003,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_5,97
110003,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_6,54
110004,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_1,56
110004,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_2,87
110004,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_3,60
110004,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_4,93
110004,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_5,60
110004,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_6,91
110004,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_1,69
110004,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_2,62
110004,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_3,86
110004,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_4,76
110004,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_5,58
110004,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_6,62
110004,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_1,59
110004,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_2,59
110004,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_3,88
110004,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_4,78
110004,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_5,46
110004,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_6,56
110004,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_1,94
110004,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_2,78
110004,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_3,45
110004,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_4,90
110004,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_5,47
110004,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_6,64
110004,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_1,81
110004,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_2,77
110004,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_3,40
110004,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_4,73
110004,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_5,53
110004,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_6,63
110004,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_1,81
110004,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_2,80
110004,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_3,56
110004,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_4,89
110004,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_5,55
110004,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_6,61
110004,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_1,65
110004,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_2,61
110004,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_3,46
110004,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_4,66
110004,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_5,45
110004,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_6,90
110004,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_1,53
110004,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_2,47
110004,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_3,80
110004,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_4,57
110004,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_5,50
110004,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_6,56
110005,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_1,46
110005,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_2,73
110005,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_3,95
110005,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_4,74
110005,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_5,49
110005,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_6,98
110005,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_1,70
110005,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_2,46
110005,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_3,54
110005,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_4,52
110005,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_5,40
110005,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_6,50
110005,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_1,92
110005,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_2,52
110005,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_3,42
110005,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_4,90
110005,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_5,81
110005,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_6,56
110005,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_1,59
110005,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_2,87
110005,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_3,86
110005,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_4,90
110005,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_5,58
110005,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_6,85
110005,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_1,61
110005,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_2,48
110005,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_3,44
110005,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_4,80
110005,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_5,60
110005,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_6,51
110005,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_1,65
110005,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_2,100
110005,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_3,80
110005,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_4,86
110005,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_5,51
110005,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_6,81
110005,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_1,98
110005,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_2,67
110005,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_3,47
110005,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_4,40
110005,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_5,41
110005,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_6,84
110005,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_1,79
110005,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_2,100
110005,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_3,100
110005,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_4,48
110005,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_5,63
110005,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_6,75
110006,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_1,96
110006,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_2,77
110006,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_3,42
110006,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_4,88
110006,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_5,61
110006,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_6,97
110006,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_1,71
110006,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_2,52
110006,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_3,45
110006,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_4,75
110006,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_5,79
110006,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_6,76
110006,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_1,79
110006,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_2,48
110006,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_3,50
110006,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_4,78
110006,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_5,91
110006,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_6,84
110006,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_1,50
110006,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_2,86
110006,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_3,59
110006,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_4,78
110006,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_5,83
110006,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_6,62
110006,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_1,84
110006,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_2,74
110006,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_3,46
110006,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_4,82
110006,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_5,82
110006,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_6,49
110006,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_1,61
110006,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_2,98
110006,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_3,48
110006,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_4,41
110006,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_5,43
110006,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_6,97
110006,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_1,100
110006,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_2,88
110006,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_3,60
110006,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_4,62
110006,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_5,79
110006,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_6,52
110006,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_1,90
110006,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_2,49
110006,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_3,85
110006,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_4,55
110006,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_5,56
110006,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_6,90
110007,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_1,98
110007,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_2,53
110007,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_3,69
110007,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_4,77
110007,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_5,72
110007,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_6,92
110007,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_1,67
110007,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_2,67
110007,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_3,87
110007,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_4,76
110007,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_5,55
110007,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_6,51
110007,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_1,42
110007,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_2,64
110007,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_3,61
110007,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_4,67
110007,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_5,84
110007,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_6,91
110007,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_1,55
110007,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_2,69
110007,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_3,89
110007,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_4,52
110007,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_5,57
110007,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_6,97
110007,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_1,45
110007,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_2,78
110007,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_3,57
110007,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_4,51
110007,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_5,74
110007,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_6,41
110007,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_1,92
110007,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_2,78
110007,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_3,54
110007,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_4,69
110007,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_5,49
110007,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_6,93
110007,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_1,96
110007,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_2,68
110007,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_3,95
110007,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_4,41
110007,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_5,45
110007,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_6,80
110007,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_1,51
110007,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_2,86
110007,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_3,40
110007,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_4,87
110007,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_5,78
110007,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_6,83
110008,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_1,98
110008,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_2,59
110008,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_3,72
110008,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_4,76
110008,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_5,50
110008,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_6,69
110008,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_1,89
110008,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_2,91
110008,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_3,81
110008,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_4,94
110008,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_5,90
110008,College_1,1,2,1,2,Year 1 Sem 2,2,Subject_6,63
110008,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_1,45
110008,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_2,69
110008,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_3,51
110008,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_4,78
110008,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_5,74
110008,College_1,1,3,2,1,Year 2 Sem 1,3,Subject_6,95
110008,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_1,66
110008,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_2,87
110008,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_3,58
110008,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_4,53
110008,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_5,70
110008,College_1,1,4,2,2,Year 2 Sem 2,4,Subject_6,48
110008,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_1,55
110008,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_2,63
110008,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_3,81
110008,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_4,88
110008,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_5,85
110008,College_1,1,5,3,1,Year 3 Sem 1,5,Subject_6,98
110008,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_1,45
110008,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_2,61
110008,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_3,54
110008,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_4,46
110008,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_5,97
110008,College_1,1,6,3,2,Year 3 Sem 2,6,Subject_6,68
110008,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_1,98
110008,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_2,64
110008,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_3,91
110008,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_4,44
110008,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_5,56
110008,College_1,1,7,4,1,Year 4 Sem 1,7,Subject_6,46
110008,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_1,74
110008,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_2,96
110008,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_3,81
110008,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_4,58
110008,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_5,96
110008,College_1,1,8,4,2,Year 4 Sem 2,8,Subject_6,85
110009,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_1,77
110009,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_2,43
110009,College_1,1,1,1,1,Year 1 Sem 1,1,Subject_3,98
